Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AXISBANK.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,RELIANCE.NS,SBIN.NS,TCS.NS,AXISBANK.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,RELIANCE.NS,SBIN.NS,TCS.NS,AXISBANK.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,RELIANCE.NS,SBIN.NS,TCS.NS,AXISBANK.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,RELIANCE.NS,SBIN.NS,TCS.NS,AXISBANK.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,RELIANCE.NS,SBIN.NS,TCS.NS
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-28,1014.6828002929688,856.7745971679688,2167.45654296875,1194.8802490234375,1664.2833251953125,387.853759765625,1900.7584228515625,1195.325927734375,675.241455078125,3440.88525390625,1034.615777000597,859.1731978493104,2226.188997022339,1215.620243112648,1730.7481826909784,395.218071659909,1934.819249201863,1212.5073065135477,687.5444053811439,3556.215291484246,1009.0876065778273,833.3324728024684,2163.102429455049,1190.9108768010287,1659.106168289425,385.1044286446103,1891.7189184229208,1188.5530513693543,669.1634856554016,3414.954517405844,1013.9334407248853,833.3324728024684,2221.6862995661827,1206.6891556122284,1730.6989486606933,391.7813927759098,1934.819249201863,1197.218393771922,687.1033111747046,3541.348287656423,15026849,54516728,3683249,20215075,12182167,31954776,6970315,23007298,15780609,7085018
2025-03-03,1006.389892578125,841.5174560546875,2154.1962890625,1196.964111328125,1684.893310546875,390.25946044921875,1912.3951416015625,1166.5906982421875,681.6134643554688,3450.56591796875,1018.5295418855362,862.0416683458989,2176.1156841937386,1207.6814644794808,1704.615812415331,391.78140630708367,1921.4347684849101,1201.6506219268736,683.6721631354309,3480.398563015721,991.1529148051625,837.8329528063085,2136.0371552215483,1194.929880803104,1668.8195437500424,384.12253365869424,1893.0174580595733,1151.4013636439433,666.6146467698901,3433.871319078812,1016.1815119995523,860.4343505158643,2176.1156841937386,1201.2312348006667,1668.8195437500424,388.7865980194929,1903.3556366479527,1199.2104168056296,676.5648746220754,3442.6137776512555,6763184,21205364,1306470,8158881,7504969,10702826,2607790,17944938,10598479,4990439
2025-03-04,1000.944580078125,845.6964111328125,2134.899169921875,1201.1319580078125,1664.8751220703125,387.70648193359375,1905.60302734375,1157.2779541015625,701.9550170898438,3489.091796875,1010.2366268834685,847.823040291667,2157.313361185971,1207.334101585249,1675.4266129180364,390.01397233458835,1913.7935354563765,1169.3297956512124,704.3077986097232,3507.811270911589,997.7473002679423,837.412542778149,2113.771256648273,1197.0137104452713,1646.8289838570458,385.7426654162302,1894.5657037457631,1154.9373267832577,678.4764450422322,3422.1658003657744,1000.2451655910475,839.7616994757401,2157.263833201739,1197.9068433475454,1671.4821123578997,388.2465194896839,1898.9606610941362,1157.576687742468,679.3587530706169,3431.747776723982,5786420,19920958,1800330,9574490,6759673,13404774,3172050,11377373,14386214,2797737
2025-03-05,1013.5838012695312,835.8052368164062,2147.862548828125,1206.391357421875,1687.753173828125,397.721923828125,1930.873779296875,1170.9234619140625,715.9735107421875,3503.9091796875,1016.5312945423531,846.0920946487043,2169.0892750059793,1216.5628733470458,1708.9055098893523,405.2826293231856,1951.400162281009,1178.2940491759787,716.9048225760387,3556.5609685813047,1001.6939379587069,834.9397580208863,2127.625415866953,1202.0251450551775,1668.9674417970127,387.3628037989018,1893.2172441368239,1152.3974766666165,702.8863207536921,3478.0278844831014,1002.1435659127035,841.7151964431243,2129.6046023003178,1207.6814517983407,1668.9674417970127,387.3628037989018,1900.9083278921446,1156.3815647449799,703.425482394221,3478.0278844831014,5133873,21583872,1145673,9052846,8180782,15665018,3811688,8664095,10409805,2501894
2025-03-06,1033.2169189453125,836.398681640625,2195.85791015625,1208.7235107421875,1692.042724609375,398.3601989746094,1919.4869384765625,1204.7882080078125,717.6400756835938,3557.7958984375,1038.612332076587,840.7013838639193,2206.5950936388526,1218.5476101118768,1698.403303714733,402.28783207284374,1942.7101639818582,1209.1208794668382,722.2475713084986,3565.5502786807147,1014.2831498454004,827.0268068564945,2141.232410668537,1199.7427576093883,1667.6361284442405,393.3033473882626,1907.6506092178754,1180.4355183146993,712.6894935069948,3493.0925374232374,1021.7267392253694,834.3215566852482,2152.3653348141274,1218.5476101118768,1691.204542351751,401.747764542559,1941.7613067653647,1192.2383549047067,721.5123345545368,3513.7382462249243,7861120,32966088,1856868,11949475,10610547,17869996,5193093,14468014,10928847,2786513
2025-03-07,1036.7640380859375,835.434326171875,2181.60791015625,1205.250244140625,1662.60693359375,396.5927429199219,1933.171142578125,1244.828369140625,718.3262939453125,3567.27880859375,1049.4531455409124,841.3195941178813,2203.527304632234,1208.5249033729367,1681.3433106627187,398.50747602613745,1938.3651052842729,1249.8084792402678,720.3849328808595,3580.9110146215976,1029.8198990891383,829.6726980551083,2166.417556693262,1197.0634143564148,1652.2526199503725,394.432562712498,1907.8503610086245,1207.178688153437,713.6697945986864,3530.926339576579,1032.817337571361,831.848771123927,2203.527304632234,1201.8265880949464,1679.4696488805018,396.2490690334906,1914.7923083468052,1211.1627762331514,717.6400610222238,3556.2150765897245,7597321,13372914,1738356,6620284,8019331,11180761,2780338,16474965,7246729,2051315
2025-03-10,1034.9654541015625,834.56884765625,2224.358154296875,1205.5478515625,1677.842529296875,397.6728515625,1919.536865234375,1233.4736328125,714.5521240234375,3545.990966796875,1049.6029687298005,840.7013952628595,2243.556166073489,1216.4140799337886,1695.14907322124,399.489387865199,1937.8158392742737,1252.9956391209716,723.9631306303024,3578.0464882486435,1031.468442782615,832.3680828434274,2171.810657815665,1198.7503263397664,1652.9428701352483,393.1560675022779,1914.1430596218038,1230.4855669004469,712.2973500895013,3539.0269050026495,1035.1153504084468,835.3106866319445,2185.0218239072406,1198.7503263397664,1662.606944415946,393.7943018882363,1930.274485268859,1240.0473535020744,718.3263154629034,3562.6361259918417,5995655,15604050,1242387,7363437,7558981,9785018,2228534,11931051,7400109,1004626
2025-03-11,1024.774169921875,833.5797119140625,2193.878662109375,1235.864013671875,1638.54541015625,398.85113525390625,1932.9713134765625,1242.3382568359375,715.4833984375,3531.815673828125,1035.914672765481,837.7834660233889,2238.9051540575633,1238.4440812807522,1656.6901357180045,401.01131538193874,1941.7612278891058,1244.5294565449083,719.6007363944591,3545.1020407658093,1020.2280066108474,825.9387947696318,2188.238029020463,1207.8798680000234,1614.336111648948,393.94159410093084,1902.2567261526995,1224.858022557904,708.4741769972491,3494.623445019518,1029.520113656347,832.0465901366277,2216.6888343723404,1207.8798680000234,1656.6901357180045,394.23615458392493,1920.785412155736,1235.0672477916657,710.6308835302965,3514.7260358188087,4771085,19898430,1325891,10927950,12671234,11099475,3207052,10089838,5538789,1995450
